Profile Name,Title Description,Device,Playback Start Utc Ts,Country,Playtraces
Emily,"Killing Eve: Season 2: ""The Hungry Caterpillar""",Amazon Fire TV Stick 2020 + Streaming Stick,2023-08-26 22:04:30,GB,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":31240},{""eventType"":""playing"",""sessionOffsetMs"":8846,""mediaOffsetMs"":31240},{""eventType"":""paused"",""sessionOffsetMs"":476808,""mediaOffsetMs"":498687},{""eventType"":""playing"",""sessionOffsetMs"":602644,""mediaOffsetMs"":498687},{""eventType"":""stopped"",""sessionOffsetMs"":1705682,""mediaOffsetMs"":1601725}]"
Emily,"Killing Eve: Season 2: ""Nice and Neat""",Amazon Fire TV Stick 2020 + Streaming Stick,2023-08-26 21:24:08,GB,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":7401,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":15622,""mediaOffsetMs"":7523},{""eventType"":""reposition"",""sessionOffsetMs"":15622,""mediaOffsetMs"":30840},{""eventType"":""playing"",""sessionOffsetMs"":16193,""mediaOffsetMs"":30840},{""eventType"":""paused"",""sessionOffsetMs"":1147452,""mediaOffsetMs"":1161521},{""eventType"":""reposition"",""sessionOffsetMs"":1149651,""mediaOffsetMs"":1190000},{""eventType"":""playing"",""sessionOffsetMs"":1150121,""mediaOffsetMs"":1184760},{""eventType"":""paused"",""sessionOffsetMs"":1151075,""mediaOffsetMs"":1185467},{""eventType"":""reposition"",""sessionOffsetMs"":1151967,""mediaOffsetMs"":1210000},{""eventType"":""playing"",""sessionOffsetMs"":1152362,""mediaOffsetMs"":1205840},{""eventType"":""paused"",""sessionOffsetMs"":1153409,""mediaOffsetMs"":1206644},{""eventType"":""reposition"",""sessionOffsetMs"":1155124,""mediaOffsetMs"":1230000},{""eventType"":""playing"",""sessionOffsetMs"":1155538,""mediaOffsetMs"":1226840},{""eventType"":""paused"",""sessionOffsetMs"":1263287,""mediaOffsetMs"":1334210},{""eventType"":""reposition"",""sessionOffsetMs"":1264514,""mediaOffsetMs"":1340000},{""eventType"":""playing"",""sessionOffsetMs"":1264904,""mediaOffsetMs"":1338240},{""eventType"":""paused"",""sessionOffsetMs"":2425348,""mediaOffsetMs"":2494900},{""eventType"":""stopped"",""sessionOffsetMs"":2427892,""mediaOffsetMs"":2497764}]"
Emily,"Feel Good: Season 1 (Channel 4): ""Episode 1""",Amazon Fire TV Stick 2020 + Streaming Stick,2023-08-25 22:56:41,GB,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":3055,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":3683,""mediaOffsetMs"":256},{""eventType"":""playing"",""sessionOffsetMs"":36587,""mediaOffsetMs"":256},{""eventType"":""paused"",""sessionOffsetMs"":37893,""mediaOffsetMs"":1298},{""eventType"":""stopped"",""sessionOffsetMs"":39639,""mediaOffsetMs"":1602}]"
Emily,"Skins: Vol. 1: ""Tony""",Amazon Fire TV Stick 2020 + Streaming Stick,2023-08-25 22:55:06,GB,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2518,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":3629,""mediaOffsetMs"":450},{""eventType"":""playing"",""sessionOffsetMs"":33980,""mediaOffsetMs"":450},{""eventType"":""paused"",""sessionOffsetMs"":35634,""mediaOffsetMs"":1622},{""eventType"":""stopped"",""sessionOffsetMs"":37091,""mediaOffsetMs"":1998}]"
Emily,"How to Sell Drugs Online (Fast): Season 1: ""Nerd Today, Boss Tomorrow""",Amazon Fire TV Stick 2020 + Streaming Stick,2023-08-25 22:54:17,GB,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":2222,""mediaOffsetMs"":0}]"
Emily,"Killing Eve: Season 2: ""Nice and Neat""",Amazon Fire TV Stick 2020 + Streaming Stick,2023-08-25 22:51:43,GB,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":32000},{""eventType"":""playing"",""sessionOffsetMs"":1883,""mediaOffsetMs"":32000},{""eventType"":""paused"",""sessionOffsetMs"":4856,""mediaOffsetMs"":32137},{""eventType"":""stopped"",""sessionOffsetMs"":13118,""mediaOffsetMs"":32137}]"
Emily,"Killing Eve: Season 2: ""Do You Know How to Dispose of a Body?""",Amazon Fire TV Stick 2020 + Streaming Stick,2023-08-25 22:12:01,GB,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":61000},{""eventType"":""playing"",""sessionOffsetMs"":2101,""mediaOffsetMs"":61000},{""eventType"":""paused"",""sessionOffsetMs"":10442,""mediaOffsetMs"":68945},{""eventType"":""reposition"",""sessionOffsetMs"":12376,""mediaOffsetMs"":80000},{""eventType"":""playing"",""sessionOffsetMs"":12797,""mediaOffsetMs"":78840},{""eventType"":""paused"",""sessionOffsetMs"":14323,""mediaOffsetMs"":79724},{""eventType"":""reposition"",""sessionOffsetMs"":15537,""mediaOffsetMs"":90000},{""eventType"":""playing"",""sessionOffsetMs"":15919,""mediaOffsetMs"":84960},{""eventType"":""paused"",""sessionOffsetMs"":19794,""mediaOffsetMs"":88458},{""eventType"":""reposition"",""sessionOffsetMs"":20566,""mediaOffsetMs"":100000},{""eventType"":""playing"",""sessionOffsetMs"":20988,""mediaOffsetMs"":97200},{""eventType"":""paused"",""sessionOffsetMs"":22998,""mediaOffsetMs"":98910},{""eventType"":""reposition"",""sessionOffsetMs"":23901,""mediaOffsetMs"":130000},{""eventType"":""playing"",""sessionOffsetMs"":24293,""mediaOffsetMs"":127760},{""eventType"":""paused"",""sessionOffsetMs"":24610,""mediaOffsetMs"":127797},{""eventType"":""reposition"",""sessionOffsetMs"":25319,""mediaOffsetMs"":150000},{""eventType"":""playing"",""sessionOffsetMs"":25709,""mediaOffsetMs"":146000},{""eventType"":""paused"",""sessionOffsetMs"":2037999,""mediaOffsetMs"":2157899},{""eventType"":""reposition"",""sessionOffsetMs"":2037999,""mediaOffsetMs"":2148260},{""eventType"":""playing"",""sessionOffsetMs"":2038726,""mediaOffsetMs"":2148260},{""eventType"":""paused"",""sessionOffsetMs"":2041158,""mediaOffsetMs"":2152598},{""eventType"":""reposition"",""sessionOffsetMs"":2041158,""mediaOffsetMs"":2142917},{""eventType"":""playing"",""sessionOffsetMs"":2043080,""mediaOffsetMs"":2150000},{""eventType"":""paused"",""sessionOffsetMs"":2047360,""mediaOffsetMs"":2154218},{""eventType"":""reposition"",""sessionOffsetMs"":2047360,""mediaOffsetMs"":2144631},{""eventType"":""playing"",""sessionOffsetMs"":2049140,""mediaOffsetMs"":2150000},{""eventType"":""paused"",""sessionOffsetMs"":2383231,""mediaOffsetMs"":2483840},{""eventType"":""stopped"",""sessionOffsetMs"":2384639,""mediaOffsetMs"":2484296}]"
Emily,"Killing Eve: Season 1: ""God, I'm Tired""",Amazon Fire TV Stick 2020 + Streaming Stick,2023-08-25 21:30:59,GB,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":7283,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":9646,""mediaOffsetMs"":2015},{""eventType"":""reposition"",""sessionOffsetMs"":9646,""mediaOffsetMs"":44960},{""eventType"":""playing"",""sessionOffsetMs"":11280,""mediaOffsetMs"":44960},{""eventType"":""paused"",""sessionOffsetMs"":96591,""mediaOffsetMs"":129749},{""eventType"":""playing"",""sessionOffsetMs"":136016,""mediaOffsetMs"":129749},{""eventType"":""paused"",""sessionOffsetMs"":2052417,""mediaOffsetMs"":2045991},{""eventType"":""reposition"",""sessionOffsetMs"":2054234,""mediaOffsetMs"":2070000},{""eventType"":""playing"",""sessionOffsetMs"":2054727,""mediaOffsetMs"":2068200},{""eventType"":""paused"",""sessionOffsetMs"":2467173,""mediaOffsetMs"":2480144},{""eventType"":""stopped"",""sessionOffsetMs"":2468642,""mediaOffsetMs"":2480609}]"
Emily,"Money Heist: Part 1: ""Episode 2""",Amazon Fire TV Stick 2020 + Streaming Stick,2023-08-25 18:08:46,GB,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":3994,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":9481,""mediaOffsetMs"":4553},{""eventType"":""stopped"",""sessionOffsetMs"":10783,""mediaOffsetMs"":5135}]"
Emily,"Killing Eve: Season 1: ""I Don't Want To Be Free""",Amazon Fire TV Stick 2020 + Streaming Stick,2023-08-25 17:27:31,GB,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":31000},{""eventType"":""playing"",""sessionOffsetMs"":1718,""mediaOffsetMs"":31000},{""eventType"":""paused"",""sessionOffsetMs"":1817413,""mediaOffsetMs"":1845636},{""eventType"":""playing"",""sessionOffsetMs"":1825697,""mediaOffsetMs"":1845636},{""eventType"":""paused"",""sessionOffsetMs"":2470584,""mediaOffsetMs"":2487333},{""eventType"":""stopped"",""sessionOffsetMs"":2472246,""mediaOffsetMs"":2490217}]"
Emily,"Killing Eve: Season 1: ""Take me to the Hole!""",Amazon Fire TV Stick 2020 + Streaming Stick,2023-08-25 16:45:10,GB,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":29960},{""eventType"":""playing"",""sessionOffsetMs"":1708,""mediaOffsetMs"":29960},{""eventType"":""paused"",""sessionOffsetMs"":537966,""mediaOffsetMs"":565258},{""eventType"":""playing"",""sessionOffsetMs"":567411,""mediaOffsetMs"":565258},{""eventType"":""paused"",""sessionOffsetMs"":568649,""mediaOffsetMs"":567017},{""eventType"":""playing"",""sessionOffsetMs"":611509,""mediaOffsetMs"":567017},{""eventType"":""paused"",""sessionOffsetMs"":2541832,""mediaOffsetMs"":2497027},{""eventType"":""stopped"",""sessionOffsetMs"":2543282,""mediaOffsetMs"":2497595}]"
Emily,"Killing Eve: Season 1: ""I have a thing for Bathrooms""",Amazon Fire TV Stick 2020 + Streaming Stick,2023-08-25 16:03:43,GB,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":7838,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":11678,""mediaOffsetMs"":3412},{""eventType"":""reposition"",""sessionOffsetMs"":11678,""mediaOffsetMs"":29960},{""eventType"":""playing"",""sessionOffsetMs"":12267,""mediaOffsetMs"":29960},{""eventType"":""paused"",""sessionOffsetMs"":724139,""mediaOffsetMs"":740925},{""eventType"":""playing"",""sessionOffsetMs"":736706,""mediaOffsetMs"":740925},{""eventType"":""paused"",""sessionOffsetMs"":737967,""mediaOffsetMs"":742630},{""eventType"":""playing"",""sessionOffsetMs"":741413,""mediaOffsetMs"":742630},{""eventType"":""paused"",""sessionOffsetMs"":1019456,""mediaOffsetMs"":1020941},{""eventType"":""playing"",""sessionOffsetMs"":1024901,""mediaOffsetMs"":1020941},{""eventType"":""paused"",""sessionOffsetMs"":1257898,""mediaOffsetMs"":1253695},{""eventType"":""playing"",""sessionOffsetMs"":1297528,""mediaOffsetMs"":1253695},{""eventType"":""paused"",""sessionOffsetMs"":1319619,""mediaOffsetMs"":1276021},{""eventType"":""playing"",""sessionOffsetMs"":1320767,""mediaOffsetMs"":1276021},{""eventType"":""paused"",""sessionOffsetMs"":1322457,""mediaOffsetMs"":1277250},{""eventType"":""playing"",""sessionOffsetMs"":1330972,""mediaOffsetMs"":1277250},{""eventType"":""paused"",""sessionOffsetMs"":1483224,""mediaOffsetMs"":1429946},{""eventType"":""reposition"",""sessionOffsetMs"":1484334,""mediaOffsetMs"":1450000},{""eventType"":""playing"",""sessionOffsetMs"":1484820,""mediaOffsetMs"":1448160},{""eventType"":""paused"",""sessionOffsetMs"":1506042,""mediaOffsetMs"":1469192},{""eventType"":""reposition"",""sessionOffsetMs"":1507443,""mediaOffsetMs"":1480000},{""eventType"":""playing"",""sessionOffsetMs"":1507919,""mediaOffsetMs"":1479920},{""eventType"":""paused"",""sessionOffsetMs"":2491782,""mediaOffsetMs"":2463262},{""eventType"":""stopped"",""sessionOffsetMs"":2493730,""mediaOffsetMs"":2463705}]"
Emily,"Killing Eve: Season 1: ""I have a thing for Bathrooms""",Amazon Fire TV Stick 2020 + Streaming Stick,2023-08-25 11:49:02,GB,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2793,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":3770,""mediaOffsetMs"":523},{""eventType"":""playing"",""sessionOffsetMs"":30366,""mediaOffsetMs"":523},{""eventType"":""stopped"",""sessionOffsetMs"":31873,""mediaOffsetMs"":523}]"
Emily,"Killing Eve: Season 1: ""Sorry Babe""",Amazon Fire TV Stick 2020 + Streaming Stick,2023-08-25 11:07:06,GB,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":48000},{""eventType"":""playing"",""sessionOffsetMs"":1896,""mediaOffsetMs"":48000},{""eventType"":""paused"",""sessionOffsetMs"":1407949,""mediaOffsetMs"":1452988},{""eventType"":""playing"",""sessionOffsetMs"":1419674,""mediaOffsetMs"":1452988},{""eventType"":""paused"",""sessionOffsetMs"":2014609,""mediaOffsetMs"":2048210},{""eventType"":""playing"",""sessionOffsetMs"":2020881,""mediaOffsetMs"":2048210},{""eventType"":""paused"",""sessionOffsetMs"":2165729,""mediaOffsetMs"":2193265},{""eventType"":""playing"",""sessionOffsetMs"":2225236,""mediaOffsetMs"":2193265},{""eventType"":""paused"",""sessionOffsetMs"":2477666,""mediaOffsetMs"":2445829},{""eventType"":""playing"",""sessionOffsetMs"":2479845,""mediaOffsetMs"":2445829},{""eventType"":""paused"",""sessionOffsetMs"":2511163,""mediaOffsetMs"":2473997},{""eventType"":""stopped"",""sessionOffsetMs"":2513090,""mediaOffsetMs"":2476126}]"
Emily,"Killing Eve: Season 1: ""Don't I know You""",Amazon Fire TV Stick 2020 + Streaming Stick,2023-08-25 10:38:32,GB,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":759920},{""eventType"":""playing"",""sessionOffsetMs"":2630,""mediaOffsetMs"":759920},{""eventType"":""paused"",""sessionOffsetMs"":1714301,""mediaOffsetMs"":2471056},{""eventType"":""stopped"",""sessionOffsetMs"":1715710,""mediaOffsetMs"":2471344}]"
Emily,"Killing Eve: Season 1: ""Don't I know You""",Amazon Fire TV Stick 2020 + Streaming Stick,2023-08-25 10:19:43,GB,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":7145,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":769093,""mediaOffsetMs"":761220},{""eventType"":""stopped"",""sessionOffsetMs"":1075960,""mediaOffsetMs"":761220}]"
Emily,"Gilmore Girls: Season 1: ""Kill Me Now""",Amazon Fire TV Stick 2020 + Streaming Stick,2023-08-24 22:39:49,GB,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":1898563},{""eventType"":""playing"",""sessionOffsetMs"":3818,""mediaOffsetMs"":1898563},{""eventType"":""paused"",""sessionOffsetMs"":3972,""mediaOffsetMs"":1898592},{""eventType"":""playing"",""sessionOffsetMs"":12744,""mediaOffsetMs"":1898592},{""eventType"":""paused"",""sessionOffsetMs"":13989,""mediaOffsetMs"":1899475},{""eventType"":""stopped"",""sessionOffsetMs"":15630,""mediaOffsetMs"":1899776}]"
Emily,"Killing Eve: Season 1: ""Don't I know You""",Amazon Fire TV Stick 2020 + Streaming Stick,2023-08-24 22:37:50,GB,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2172,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":2529,""mediaOffsetMs"":197},{""eventType"":""playing"",""sessionOffsetMs"":109846,""mediaOffsetMs"":197},{""eventType"":""paused"",""sessionOffsetMs"":111368,""mediaOffsetMs"":1358},{""eventType"":""stopped"",""sessionOffsetMs"":112999,""mediaOffsetMs"":1661}]"
Emily,"Killing Eve: Season 1: ""I'll Deal With Him Later""",Amazon Fire TV Stick 2020 + Streaming Stick,2023-08-24 21:59:58,GB,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":214480},{""eventType"":""playing"",""sessionOffsetMs"":2845,""mediaOffsetMs"":214480},{""eventType"":""paused"",""sessionOffsetMs"":2253097,""mediaOffsetMs"":2462856},{""eventType"":""stopped"",""sessionOffsetMs"":2254981,""mediaOffsetMs"":2463923}]"
Emily,"Killing Eve: Season 1: ""I'll Deal With Him Later""",Amazon Fire TV Stick 2020 + Streaming Stick,2023-08-24 21:50:18,GB,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":30440},{""eventType"":""playing"",""sessionOffsetMs"":1970,""mediaOffsetMs"":30440},{""eventType"":""paused"",""sessionOffsetMs"":188038,""mediaOffsetMs"":215792},{""eventType"":""stopped"",""sessionOffsetMs"":496390,""mediaOffsetMs"":215792}]"
Emily,"Killing Eve: Season 1: ""Nice Face""",Amazon Fire TV Stick 2020 + Streaming Stick,2023-08-24 21:08:42,GB,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2492,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":2497292,""mediaOffsetMs"":2494172},{""eventType"":""stopped"",""sessionOffsetMs"":2498729,""mediaOffsetMs"":2494568}]"
Emily,Fuller House: Season 5 (Trailer 2),Amazon Fire TV Stick 2020 + Streaming Stick,2023-08-24 21:08:18,GB,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2500,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":2781,""mediaOffsetMs"":25},{""eventType"":""stopped"",""sessionOffsetMs"":6208,""mediaOffsetMs"":25}]"
Emily,The Inbestigators: Season 1_hook_03_16x9,Amazon Fire TV Stick 2020 + Streaming Stick,2023-08-24 21:08:17,GB,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":1211,""mediaOffsetMs"":0}]"
Emily,A Series of Unfortunate Events: Season 2 (Trailer),Amazon Fire TV Stick 2020 + Streaming Stick,2023-08-24 21:08:16,GB,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":916},{""eventType"":""stopped"",""sessionOffsetMs"":2619,""mediaOffsetMs"":916}]"
Emily,Part 1 Trailer: Spirit Riding Free: Riding Academy,Amazon Fire TV Stick 2020 + Streaming Stick,2023-08-24 21:08:13,GB,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":1898,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":2013,""mediaOffsetMs"":17},{""eventType"":""stopped"",""sessionOffsetMs"":3492,""mediaOffsetMs"":17}]"
Emily,Alexa & Katie: Part 4 - CLM 1,Amazon Fire TV Stick 2020 + Streaming Stick,2023-08-24 21:08:10,GB,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2105,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":2256,""mediaOffsetMs"":37},{""eventType"":""stopped"",""sessionOffsetMs"":3783,""mediaOffsetMs"":37}]"
Emily,Spirit Riding Free: Season 8 (Clip Main Character),Amazon Fire TV Stick 2020 + Streaming Stick,2023-08-24 21:08:09,GB,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":1643,""mediaOffsetMs"":0}]"
Emily,Little Lunch: Season 1 - CLM 6,Amazon Fire TV Stick 2020 + Streaming Stick,2023-08-24 21:07:13,GB,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2011,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":56547,""mediaOffsetMs"":54434},{""eventType"":""stopped"",""sessionOffsetMs"":58397,""mediaOffsetMs"":54434}]"
Emily,Sam & Cat: Season 1_hook_primary_16x9,Amazon Fire TV Stick 2020 + Streaming Stick,2023-08-24 21:07:08,GB,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2724,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":3648,""mediaOffsetMs"":572},{""eventType"":""stopped"",""sessionOffsetMs"":5628,""mediaOffsetMs"":572}]"
Emily,"Money Heist: Part 1: ""Episode 2""",Amazon Fire TV Stick 2020 + Streaming Stick,2023-08-24 21:05:45,GB,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2409,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":3132,""mediaOffsetMs"":343},{""eventType"":""playing"",""sessionOffsetMs"":10616,""mediaOffsetMs"":343},{""eventType"":""paused"",""sessionOffsetMs"":12398,""mediaOffsetMs"":1936},{""eventType"":""stopped"",""sessionOffsetMs"":14124,""mediaOffsetMs"":2306}]"
Emily,"Money Heist: Part 1: ""Episode 1""",Amazon Fire TV Stick 2020 + Streaming Stick,2023-08-24 20:15:20,GB,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":8232,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":159340,""mediaOffsetMs"":150376},{""eventType"":""playing"",""sessionOffsetMs"":177970,""mediaOffsetMs"":150376},{""eventType"":""paused"",""sessionOffsetMs"":2259171,""mediaOffsetMs"":2231439},{""eventType"":""playing"",""sessionOffsetMs"":2444869,""mediaOffsetMs"":2231439},{""eventType"":""paused"",""sessionOffsetMs"":3024796,""mediaOffsetMs"":2808791},{""eventType"":""stopped"",""sessionOffsetMs"":3026830,""mediaOffsetMs"":2810529}]"
Emily,Season 1 High Context Clip: The Hidden Lives of Pets,Amazon Fire TV Stick 2020 + Streaming Stick,2023-08-24 20:12:51,GB,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":1689,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":2979,""mediaOffsetMs"":457},{""eventType"":""stopped"",""sessionOffsetMs"":3837,""mediaOffsetMs"":457}]"
Emily,Season 1 High Context Clip: The Hidden Lives of Pets,Amazon Fire TV Stick 2020 + Streaming Stick,2023-08-24 20:12:47,GB,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":2006,""mediaOffsetMs"":0}]"
Emily,Salt Fat Acid Heat: Season 1 (Trailer),Amazon Fire TV Stick 2020 + Streaming Stick,2023-08-24 20:12:39,GB,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":917},{""eventType"":""playing"",""sessionOffsetMs"":2351,""mediaOffsetMs"":917},{""eventType"":""paused"",""sessionOffsetMs"":3120,""mediaOffsetMs"":1350},{""eventType"":""stopped"",""sessionOffsetMs"":4667,""mediaOffsetMs"":1350}]"
Emily,Tidying Up with Marie Kondo (Trailer),Amazon Fire TV Stick 2020 + Streaming Stick,2023-08-24 20:12:37,GB,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":1306,""mediaOffsetMs"":0}]"
Emily,Season 1 Relatable Clip: Hack My Home,Amazon Fire TV Stick 2020 + Streaming Stick,2023-08-24 20:12:33,GB,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":1956,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":2360,""mediaOffsetMs"":47},{""eventType"":""stopped"",""sessionOffsetMs"":3606,""mediaOffsetMs"":341}]"
Emily,Season 1 Relatable Clip: Hack My Home,Amazon Fire TV Stick 2020 + Streaming Stick,2023-08-24 20:12:30,GB,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":1092,""mediaOffsetMs"":0}]"
Emily,Fuller House: Season 5 (Trailer 2),Amazon Fire TV Stick 2020 + Streaming Stick,2023-08-24 20:12:19,GB,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":2016,""mediaOffsetMs"":0}]"
Emily,"Lupin: Part 1: ""Chapter 1""",Amazon Fire TV Stick 2020 + Streaming Stick,2023-08-23 17:21:02,GB,[]
Emily,The Takedown,Amazon Fire TV Stick 2020 + Streaming Stick,2023-08-23 17:20:47,GB,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2395,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":14573,""mediaOffsetMs"":11457},{""eventType"":""stopped"",""sessionOffsetMs"":16034,""mediaOffsetMs"":12044}]"
Emily,"Lupin: Part 2: ""Chapter 10""",Amazon Fire TV Stick 2020 + Streaming Stick,2023-08-23 16:33:47,GB,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":5000},{""eventType"":""playing"",""sessionOffsetMs"":2261,""mediaOffsetMs"":5000},{""eventType"":""paused"",""sessionOffsetMs"":2807836,""mediaOffsetMs"":2808602},{""eventType"":""stopped"",""sessionOffsetMs"":2809893,""mediaOffsetMs"":2808602}]"
Emily,"Lupin: Part 2: ""Chapter 9""",Amazon Fire TV Stick 2020 + Streaming Stick,2023-08-23 15:45:58,GB,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":9000},{""eventType"":""playing"",""sessionOffsetMs"":1906,""mediaOffsetMs"":9000},{""eventType"":""paused"",""sessionOffsetMs"":15819,""mediaOffsetMs"":22515},{""eventType"":""playing"",""sessionOffsetMs"":96192,""mediaOffsetMs"":22515},{""eventType"":""paused"",""sessionOffsetMs"":425265,""mediaOffsetMs"":351456},{""eventType"":""playing"",""sessionOffsetMs"":441779,""mediaOffsetMs"":351456},{""eventType"":""paused"",""sessionOffsetMs"":472945,""mediaOffsetMs"":382738},{""eventType"":""playing"",""sessionOffsetMs"":478323,""mediaOffsetMs"":382738},{""eventType"":""paused"",""sessionOffsetMs"":499215,""mediaOffsetMs"":403850},{""eventType"":""playing"",""sessionOffsetMs"":522683,""mediaOffsetMs"":403850},{""eventType"":""paused"",""sessionOffsetMs"":1163781,""mediaOffsetMs"":1044752},{""eventType"":""playing"",""sessionOffsetMs"":1267184,""mediaOffsetMs"":1044752},{""eventType"":""paused"",""sessionOffsetMs"":2870574,""mediaOffsetMs"":2647765},{""eventType"":""stopped"",""sessionOffsetMs"":2872028,""mediaOffsetMs"":2648506}]"
