Profile Name,Title Desc,Selection Type,Choice Segment Id,Has Watched,Source,Utc Timestamp
Фйж,"You vs. Wild: Season 1: ""Searching for a Saint Bernard""",countdown_complete,Systematic,false,tvui,2019-04-16 15:54:07
Фйж,"You vs. Wild: Season 1: ""Searching for a Saint Bernard""",countdown_complete,Crawl,false,tvui,2019-04-16 15:50:00
Фйж,"You vs. Wild: Season 1: ""Searching for a Saint Bernard""",countdown_complete,Traverse,false,tvui,2019-04-16 15:46:41
Фйж,"You vs. Wild: Season 1: ""Searching for a Saint Bernard""",countdown_complete,Ski,false,tvui,2019-04-16 15:44:00
Фйж,"You vs. Wild: Season 1: ""Operation Jungle Rescue, Pt. 2""",countdown_complete,Rope,false,tvui,2019-04-16 15:38:04
Фйж,"You vs. Wild: Season 1: ""Operation Jungle Rescue, Pt. 2""",countdown_complete,Cave,false,tvui,2019-04-16 15:35:37
Фйж,"You vs. Wild: Season 1: ""Operation Jungle Rescue, Pt. 2""",countdown_interrupted,Mud,false,tvui,2019-04-16 15:31:12
Фйж,"You vs. Wild: Season 1: ""Operation Jungle Rescue, Pt. 2""",countdown_interrupted,Sawgrass,false,tvui,2019-04-16 15:28:50
Фйж,"You vs. Wild: Season 1: ""Operation Jungle Rescue, Pt. 2""",countdown_interrupted,Rope,false,tvui,2019-04-16 15:24:16
Фйж,"You vs. Wild: Season 1: ""Operation Jungle Rescue, Pt. 1""",countdown_interrupted,Vine Swing,false,tvui,2019-04-16 15:18:37
Фйж,"You vs. Wild: Season 1: ""Operation Jungle Rescue, Pt. 1""",countdown_interrupted,Climb Tree,false,tvui,2019-04-16 15:15:25
Фйж,"You vs. Wild: Season 1: ""Operation Jungle Rescue, Pt. 1""",countdown_interrupted,Bushwhack,false,tvui,2019-04-16 15:12:28
Фйж,"You vs. Wild: Season 1: ""Operation Jungle Rescue, Pt. 1""",countdown_interrupted,Grappling Hook,false,tvui,2019-04-16 15:10:29
Фйж,"Minecraft: Story Mode: Season 1: ""Assembly Required""",countdown_complete,"Magnus, calm down.",false,tvui,2018-12-18 16:27:57
Фйж,"Minecraft: Story Mode: Season 1: ""Assembly Required""",countdown_interrupted,Magnus is cool.,false,tvui,2018-12-18 16:26:32
Фйж,"Minecraft: Story Mode: Season 1: ""Assembly Required""",countdown_interrupted,How did you escape?,false,tvui,2018-12-06 17:03:36
