Profile Name,Start Time,Duration,Game Title,Game Version,Platform,Device Type,Country,Esn,Ip
Marcus,2023-03-16 18:05:24,1467,Tomb Raider Reloaded,1.0.2,iosGame,APPLE_iPhone9-1,GB,NFAPPL-02-IPHONE9=1-CBSTG2FPZFFFR2MANXJO7LRIVMHQL6AQTBHHK7YWGTKUAT2KGZBA,85.255.232.233
